name,first_name,last_name,birth_city,birth_state,birth_country,death_city,death_state,death_country,year_start,year_end,birth_year,birth_month,birth_day,death_year,death_month,death_day
Eric Allen,Eric,Allen,San Diego,CA,USA,,,,1961,1962,1965,11,22,,,
Ermal Allen,Ermal,Allen,Kyles Ford,TN,USA,Dallas ,TX,,1961,1962,1918,12,25,1988,2,9
Gary Allen,Gary,Allen,Baldwin Park,CA,USA,,,,1961,1962,1960,4,23,,,
George Allen,George,Allen,Longview,TX,USA,,,,1961,1962,1944,4,4,,,
Gerry Allen,Gerry,Allen,Canton,OH,USA,,,,1961,1962,1941,6,26,,,
Grady Allen,Grady,Allen,San Augustine,TX,USA,Dallas,TX,,1961,1962,1946,1,1,2012,12,3
Greg Allen,Greg,Allen,Milton,FL,USA,,,,1961,1962,1963,6,4,,,
Harvey Allen,Harvey,Allen,,,,,,,1961,1962,1964,10,2,,,
Ian Allen,Ian,Allen,Newark,NJ,USA,,,,1961,1962,1978,7,22,,,
Jackie Allen,Jackie,Allen,Lawton,OK,USA,,,,1961,1962,1947,9,24,,,
Jake Allen,Jake,Allen,Laurel,MS,USA,,,,1961,1962,1985,1,19,,,
James Allen,James,Allen,Portland,OR,USA,,,,1961,1962,1979,11,11,,,
James Allen,James,Allen,Wynnewood,OK,USA,,,,1961,1962,1975,3,28,,,
Jared Allen,Jared,Allen,Los Gatos,CA,USA,,,,1961,1962,1982,4,3,,,
Jason Allen,Jason,Allen,Muscle Shoals,AL,USA,,,,1961,1962,1983,7,5,,,
Jeff Allen,Jeff,Allen,Chicago,IL,USA,,,,1961,1962,1948,8,27,,,
Jeff Allen,Jeff,Allen,Richmond,IN,USA,,,,1961,1962,1957,7,18,,,
Jeff Allen,Jeff,Allen,,,,,,,1961,1962,1990,1,8,,,
Jimmy Allen,Jimmy,Allen,Clearwater,FL,USA,,,,1961,1962,1952,3,6,,,
Johnny Allen,Johnny,Allen,Monmouth,IL,USA,Betehsda,MD,,1961,1962,1933,6,4,2010,3,3
Keenan Allen,Keenan,Allen,,,,,,,1961,1962,1992,4,27,,,
Kenderick Allen,Kenderick,Allen,Bogalusa,LA,USA,,,,1961,1962,1978,9,14,,,
Kevin Allen,Kevin,Allen,Cincinnati,OH,USA,,,,1961,1962,1963,6,21,,,
Larry Allen,Larry,Allen,Los Angeles,CA,USA,,,,1961,1962,1971,11,27,,,
Lou Allen,Lou,Allen,Gadsden,AL,USA,Greensboro,NC,,1961,1962,1924,7,12,2008,4,16
Lynn Allen,Lynn,Allen,,,,,,,1961,1962,,,,,,
Marcus Allen,Marcus,Allen,San Diego,CA,USA,,,,1961,1962,1960,3,26,,,
Marvin Allen,Marvin,Allen,Wichita Falls,TX,USA,,,,1961,1962,1965,11,23,,,
Matt Allen,Matt,Allen,Montgomery,AL,USA,,,,1961,1962,1977,10,23,,,
Nate Allen,Nate,Allen,Fort Myers,FL,USA,,,,1961,1962,1987,11,30,,,
Nate Allen,Nate,Allen,Georgetown,SC,USA,,,,1961,1962,1948,5,13,,,
Patrick Allen,Patrick,Allen,Seattle,WA,USA,,,,1961,1962,1961,8,26,,,
Pierre Allen,Pierre,Allen,,,,,,,1961,1962,1987,11,18,,,
Roger Allen,Roger,Allen,Raytown,MO,USA,,,,1961,1962,1986,2,10,,,
Russell Allen,Russell,Allen,Upland,CA,USA,,,,1961,1962,1986,5,5,,,
Ryan Allen,Ryan,Allen,,,,,,,1961,1962,1990,2,28,,,
Taje Allen,Taje,Allen,Lubbock,TX,USA,,,,1961,1962,1973,11,6,,,
Terry Allen,Terry,Allen,Commerce,GA,USA,,,,1961,1962,1968,2,21,,,
Tremayne Allen,Tremayne,Allen,Nashville,TN,USA,,,,1961,1962,1974,8,9,,,
Will Allen,Will,Allen,Dayton,OH,USA,,,,1961,1962,1982,6,17,,,
Will Allen,Will,Allen,Syracuse,NY,USA,,,,1961,1962,1978,8,5,,,
Kurt Allerman,Kurt,Allerman,Glen Ridge,NJ,USA,,,,1961,1962,1955,8,30,,,
Ty Allert,Ty,Allert,Rosenberg,TX,USA,,,,1961,1962,1963,7,23,,,
Don Alley,Don,Alley,Cheyenne,WY,USA,,,,1961,1962,1945,4,21,,,
Aundrae Allison,Aundrae,Allison,Kannapolis,NC,USA,,,,1961,1962,1986,4,20,,,
Henry Allison,Henry,Allison,Stevenson,AL,USA,,,,1961,1962,1947,2,11,,,
Jim Allison,Jim,Allison,Richmond,CA,USA,,,,1961,1962,1943,3,2,,,
Neely Allison,Neely,Allison,Ballinger,TX,USA,Houston,TX,,1961,1962,1902,5,14,1970,2,21
Buddy Alliston,Buddy,Alliston,Jackson,MS,USA,,,,1961,1962,1933,12,14,,,
Bob Allman,Bob,Allman,,,,,,,1961,1962,1913,2,28,d,,
Brian Allred,Brian,Allred,Washington,DC,USA,,,,1961,1962,1969,3,16,,,
Colin Allred,Colin,Allred,Dallas,TX,USA,,,,1961,1962,1983,4,15,,,
John Allred,John,Allred,Del Mar,CA,USA,,,,1961,1962,1974,9,9,,,
Joe Allton,Joe,Allton,Claremore,OK,USA,Claremore,OK,,1961,1962,1920,9,7,1989,2,26
Jeff Alm,Jeff,Alm,New York City,NY,USA,Houston,TX,,1990,1993,1968,3,31,1993,12,14
Beau Almodobar,Beau,Almodobar,San Francisco,CA,USA,,,,1990,1993,1962,10,25,,,
Kiko Alonso,Kiko,Alonso,,,,,,,2013,2013,1990,8,14,,,
Gerald Alphin,Gerald,Alphin,Portland,OR,USA,,,,1990,1991,1964,5,21,,,
Jon Alston,Jon,Alston,Shreveport,LA,USA,,,,2006,2009,1983,6,4,,,
Lyneal Alston,Lyneal,Alston,Mobile,AL,USA,,,,2006,2009,1964,7,23,,,
Mack Alston,Mack,Alston,Georgetown,SC,USA,,,,2006,2009,1947,4,27,2014,12,24
O'Brien Alston,O'Brien,Alston,New Haven,CT,USA,,,,2006,2009,1965,12,21,,,
Richard Alston,Richard,Alston,Warrenton,NC,USA,,,,2006,2009,1980,11,20,,,
Mike Alstott,Mike,Alstott,Joliet,IL,USA,,,,2006,2009,1973,12,21,,,
John Alt,John,Alt,Stuttgart,,Germany,,,,1984,1996,1962,5,30,,,
Jim Althoff,Jim,Althoff,McHenry,IL,USA,,,,1984,1996,1961,9,27,,,
Tyson Alualu,Tyson,Alualu,Honolulu,HI,USA,,,,2010,2013,1987,5,12,,,
Wilson Alvarez,Wilson,Alvarez,Santa Cruz,,Bolivia,,,,1981,1981,1957,3,22,,,
Steve Alvers,Steve,Alvers,Palm Beach,FL,USA,,,,1981,1981,1957,4,4,,,
Steve Alvord,Steve,Alvord,Bellingham,WA,USA,,,,1981,1981,1964,10,2,,,
Tom Alward,Tom,Alward,Flint,MI,USA,,,,1976,1976,1952,10,13,,,
Lance Alworth,Lance,Alworth,Houston,TX,USA,,,,1976,1976,1940,8,3,,,
Lyle Alzado,Lyle,Alzado,Brooklyn,NY,USA,Lake Oswego,OR,,1971,1985,1949,4,3,1992,5,14
Eugene Amano,Eugene,Amano,San Pedro,CA,USA,,,,2004,2012,1982,8,1,,,
Ken Amato,Ken,Amato,,,,,,,2004,2012,1977,5,18,,,
Jonathon Amaya,Jonathon,Amaya,Glendora,CA,USA,,,,2004,2012,1988,11,25,,,
John Amberg,John,Amberg,Johnson County,KS,USA,Torrance,CA,,1951,1952,1929,3,6,2004,5,4
Ashley Ambrose,Ashley,Ambrose,New Orleans,LA,USA,,,,1951,1952,1970,9,17,,,
Dick Ambrose,Dick,Ambrose,New Rochelle,NY,USA,,,,1951,1952,1953,1,17,,,
John Ambrose,John,Ambrose,Three Rivers,MA,USA,Worceseter,MA,,1951,1952,1910,3,24,1995,11,7
Walt Ambrose,Walt,Ambrose,Portage,WI,USA,,,,1951,1952,1905,8,7,1968,1,18
Alan Ameche,Alan,Ameche,Kenosha,WI,USA,Houston,TX,,1955,1960,1933,6,1,1988,8,8
Danny Amendola,Danny,Amendola,The Woodlands,TX,USA,,,,1955,1960,1985,11,2,,,
David Amerson,David,Amerson,,,,,,,1955,1960,1991,12,8,,,
Glen Amerson,Glen,Amerson,Munday,TX,USA,,,,1955,1960,1938,11,24,,,
Dave Ames,Dave,Ames,Portsmouth,VA,USA,Richmond,VA,,1955,1960,1937,1,16,2009,8,4
Otis Amey,Otis,Amey,Union City,CA,USA,,,,1955,1960,1981,12,4,,,
Vincent Amey,Vincent,Amey,Los Angeles,CA,USA,,,,1955,1960,1975,2,9,,,
Richard Amman,Richard,Amman,Seattle,WA,USA,,,,1972,1973,1950,9,21,,,
Jonathan Amosa,Jonathan,Amosa,,,,,,,2013,2013,1990,10,16,,,
Marty Amsler,Marty,Amsler,Evansville,IN,USA,,,,1967,1970,1942,10,26,,,
Joe Amstutz,Joe,Amstutz,Toledo,OH,USA,,,,1967,1970,1934,10,12,,,
Prince Amukamara,Prince,Amukamara,,,,,,,2011,2013,1989,6,6,,,
Norm Amundsen,Norm,Amundsen,Chicago,IL,USA,,,,2011,2013,1932,9,28,,,
George Amundson,George,Amundson,Pendleton,OR,USA,,,,2011,2013,1951,3,31,,,
Vito Ananis,Vito,Ananis,Cambridge,MA,USA,Natick,MA,,1945,1945,1915,1,25,1994,9,3
Rudy Andabaker,Rudy,Andabaker,Donora,PA,USA,,,,1952,1954,1928,8,1,,,
Kimble Anders,Kimble,Anders,Galveston,TX,USA,,,,1952,1954,1966,9,10,,,
Jason Andersen,Jason,Andersen,Hayward,CA,USA,,,,1952,1954,1975,9,3,,,
Morten Andersen,Morten,Andersen,Copenhagen,,Denmark,,,,1952,1954,1960,8,19,,,
Stan Andersen,Stan,Andersen,Portland,OR,USA,,,,1952,1954,1917,9,14,1986,9,24
 Anderson,,Anderson,,,,,,,1952,1954,,,,,,
Alec Anderson,Alec,Anderson,,,, , ,,1952,1954,1893,6,17,1953,11,14
Alfred Anderson,Alfred,Anderson,Waco,TX,USA,,,,1952,1954,1961,8,4,,,
Andre' Anderson,Andre',Anderson,Fort Lauderdale,GA,USA,,,,1952,1954,1988,5,1,,,
Anthony Anderson,Anthony,Anderson,Ruston,LA,USA,,,,1952,1954,1964,10,24,,,
Anthony Anderson,Anthony,Anderson,Wilmington,DE,USA,,,,1952,1954,1956,9,27,,,
Antonio Anderson,Antonio,Anderson,Brooklyn,NY,USA,,,,1952,1954,1973,6,4,,,
Aric Anderson,Aric,Anderson,Waverly,IA,USA,,,,1952,1954,1965,4,9,,,
Art Anderson,Art,Anderson,Breckenridge,MN,USA,,,,1952,1954,1936,10,9,,,
Bennie Anderson,Bennie,Anderson,St. Louis,MO,USA,,,,1952,1954,1977,2,17,,,
Bill Anderson,Bill,Anderson,Hendersonville,NC,USA,,,,1952,1954,1936,7,16,,,
Bill Anderson,Bill,Anderson,Triadelphia,WV,USA,,,,1952,1954,1921,1,6,,,
Billy Anderson,Billy,Anderson,Los Angeles,CA,USA,,,,1952,1954,1929,3,3,,,
Bob Anderson,Bob,Anderson,Elizabeth,NJ,USA,,,,1952,1954,1938,3,31,,,
Bobby Anderson,Bobby,Anderson,Midland,MI,USA,,,,1952,1954,1947,10,11,,,
Brad Anderson,Brad,Anderson,Glendale,AZ,USA,,,,1952,1954,1961,1,12,,,
Brandon Anderson,Brandon,Anderson,Dublin,VA,USA,,,,1952,1954,1985,12,10,,,
Bruce Anderson,Bruce,Anderson,Coos Bay,OR,USA,,,,1952,1954,1944,1,18,,,
Bryan Anderson,Bryan,Anderson,Philadelphia,PA,USA,,,,1952,1954,1980,3,30,,,
C.J. Anderson,C.J.,Anderson,,,,,,,1952,1954,1991,2,10,,,
Charlie Anderson,Charlie,Anderson,Atlanta,AR,USA,,,,1952,1954,1933,9,2,2016,11,1
Charlie Anderson,Charlie,Anderson,Jackson,MS,USA,,,,1952,1954,1981,12,8,,,
Chet Anderson,Chet,Anderson,Duluth,MN,USA,,,,1952,1954,1945,3,14,2007,3,14
Cliff Anderson,Cliff,Anderson,Cape May,NJ,USA,Princess Anne,MD,,1952,1954,1929,11,25,1979,3,16
Colt Anderson,Colt,Anderson,Butte,MT,,,,,1952,1954,1985,10,25,,,
Courtney Anderson,Courtney,Anderson,Greenville,TX,USA,,,,1952,1954,1980,11,19,,,
Curtis Anderson,Curtis,Anderson,Cincinnati,OH,USA,,,,1952,1954,1957,5,16,,,
Curtis Anderson,Curtis,Anderson,Lynchburg,VA,USA,,,,1952,1954,1973,9,29,,,
Damien Anderson,Damien,Anderson,Wilmington,IL,USA,,,,1952,1954,1979,7,17,,,
Darren Anderson,Darren,Anderson,Cincinnati,OH,USA,,,,1952,1954,1969,1,11,,,
David Anderson,David,Anderson,Westlake Village,CA,USA,,,,1952,1954,1983,7,28,,,
Deon Anderson,Deon,Anderson,Providence,RI,USA,,,,1952,1954,1983,1,27,,,
Derek Anderson,Derek,Anderson,Portland,OR,USA,,,,1952,1954,1983,6,15,,,
Dick Anderson,Dick,Anderson,Midland,MI,USA,,,,1952,1954,1946,2,10,,,
Don Anderson,Don,Anderson,Detroit,MI,USA,,,,1952,1954,1963,7,8,,,
Donny Anderson,Donny,Anderson,Borger,TX,USA,,,,1952,1954,1943,5,16,,,
Dunstan Anderson,Dunstan,Anderson,Fort Worth,TX,USA,Fort Myers,FL,,1952,1954,1970,12,31,2004,5,31
Dwayne Anderson,Dwayne,Anderson,St. Louis,MD,USA,,,,1952,1954,1961,12,7,,,
Dwight Anderson,Dwight,Anderson,Spanish Town,,Jamaica,,,,1952,1954,1981,7,5,,,
Eddie Anderson,Eddie,Anderson,Oskaloosa,IA,USA,Belleair,FL,,1952,1954,1900,11,13,1974,4,26
Eddie Anderson,Eddie,Anderson,Warner Robins,GA,USA,,,,1952,1954,1963,7,22,,,
Erick Anderson,Erick,Anderson,Long Beach,CA,USA,,,,1952,1954,1968,10,7,,,
Flipper Anderson,Flipper,Anderson,Paulsboro,NJ,USA,,,,1952,1954,1965,3,7,,,
Fred Anderson,Fred,Anderson,Toppenish,WA,USA,,,,1952,1954,1954,10,30,,,
Gary Anderson,Gary,Anderson,Parys,,South Africa,,,,1952,1954,1959,7,16,,,
Herbie Anderson,Herbie,Anderson,Port Arthur,TX,USA,,,,1952,1954,1968,11,19,,,
Hunk Anderson,Hunk,Anderson,Calumet,MI,USA,West Palm Beach,FL,,1952,1954,1898,9,22,1978,4,24
Jamaal Anderson,Jamaal,Anderson,Little Rock,AR,USA,,,,1952,1954,1986,2,6,,,
Jamal Anderson,Jamal,Anderson,Woodland Hills,CA,USA,,,,1952,1954,1972,9,30,,,
James Anderson,James,Anderson,Roanoke Rapids,NC,USA,,,,1952,1954,1983,9,26,,,
Jason Anderson,Jason,Anderson,Palmdale,CA,USA,,,,1952,1954,1980,4,29,,,
Jerry Anderson,Jerry,Anderson,Murfreesboro,TN,USA,Murfreesboro,TN,,1952,1954,1953,10,27,1989,5,27
Jesse Anderson,Jesse,Anderson,West Point,MS,USA,,,,1952,1954,1966,7,26,,,
Joe Anderson,Joe,Anderson,,,,,,,1952,1954,1988,11,21,,,
John Anderson,John,Anderson,Waukesha,WI,USA,,,,1952,1954,1956,2,14,,,
Justin Anderson,Justin,Anderson,,,,,,,1952,1954,1988,4,15,,,
Ken Anderson,Ken,Anderson,Batavia,IL,USA,,,,1952,1954,1949,2,15,,,
Ken Anderson,Ken,Anderson,Shreveport,LA,USA,Fayetteville,AR,,1952,1954,1975,10,4,2009,4,3
Kim Anderson,Kim,Anderson,Pasadena,CA,USA,,,,1952,1954,1957,7,19,,,
Larry Anderson,Larry,Anderson,West Monroe,LA,USA,,,,1952,1954,1956,9,25,,,
Marcus Anderson,Marcus,Anderson,Port Arthur,TX,USA,,,,1952,1954,1959,6,12,,,
Mark Anderson,Mark,Anderson,Tulsa,OK,USA,,,,1952,1954,1983,5,26,,,
Marques Anderson,Marques,Anderson,Harbor City,CA,USA,,,,1952,1954,1979,5,26,,,
Max Anderson,Max,Anderson,Stockton,CA,USA,,,,1952,1954,1945,6,6,,,
Mel Anderson,Mel,Anderson,,,,,,,1952,1954,1965,8,29,,,
Mike Anderson,Mike,Anderson,Winnsboro,SC,USA,,,,1952,1954,1973,9,21,,,
Neal Anderson,Neal,Anderson,Graceville,FL,USA,,,,1952,1954,1964,8,14,,,
Ockie Anderson,Ockie,Anderson,Erie,PA,USA,Buffalo,NY,,1952,1954,1894,10,15,1962,1,25
Ottis Anderson,Ottis,Anderson,West Palm Beach,FL,USA,,,,1952,1954,1957,1,19,,,
Paul Anderson,Paul,Anderson,Rock Island,IL,USA,Berryville,AR,,1952,1954,1902,2,6,1970,11,30
Preston Anderson,Preston,Anderson,Bonham,TX,USA,,,,1952,1954,1951,9,30,,,
Ralph Anderson,Ralph,Anderson,Dallas,TX,USA,,,,1952,1954,1949,4,3,,,
Ralph Anderson,Ralph,Anderson,Long Beach,CA,USA,Los Angeles,CA,,1952,1954,1937,1,1,1960,11,26
Rashard Anderson,Rashard,Anderson,Forest,MS,USA,,,,1952,1954,1977,6,14,,,
Richie Anderson,Richie,Anderson,Sandy Spring,MD,USA,,,,1952,1954,1971,9,13,,,
Rickey Anderson,Rickey,Anderson,Kingsland,GA,USA,,,,1952,1954,1953,3,21,,,
Roger Anderson,Roger,Anderson,Bedford,VA,USA,,,,1952,1954,1942,11,11,,,
Ronnie Anderson,Ronnie,Anderson,Cleveland,OH,USA,,,,1952,1954,1974,2,27,,,
Scott Anderson,Scott,Anderson,Denton,IL,USA,,,,1952,1954,1951,2,13,,,
Scotty Anderson,Scotty,Anderson,Jonesboro,LA,USA,,,,1952,1954,1979,11,24,,,
Stevie Anderson,Stevie,Anderson,Monroe,LA,USA,,,,1952,1954,1970,5,12,,,
Stuart Anderson,Stuart,Anderson,Mathews,VA,USA,,,,1952,1954,1959,12,25,,,
Sugarfoot Anderson,Sugarfoot,Anderson,Nashville,AR,USA,,,,1952,1954,1920,2,10,,,
Taz Anderson,Taz,Anderson,Savannah,GA,USA,,,,1952,1954,1938,11,15,,,
Terry Anderson,Terry,Anderson,Eastover,SC,USA,,,,1952,1954,1955,1,10,,,
Tim Anderson,Tim,Anderson,Clyde,OH,USA,,,,1952,1954,1980,11,22,,,
Vince Anderson,Vince,Anderson,Lake City,FL,USA,,,,1952,1954,1984,12,8,,,
Warren Anderson,Warren,Anderson,Williamsburg,VA,USA,,,,1952,1954,1955,7,3,,,
Will Anderson,Will,Anderson,Muskegon,MI,USA,Hinsdale,IL,,1952,1954,1897,5,5,1982,4,24
William Anderson,William,Anderson,Colliers,WV,USA,,,,1952,1954,1949,8,1,,,
Willie Anderson,Willie,Anderson,Whistler,AL,USA,,,,1952,1954,1975,7,11,,,
Winnie Anderson,Winnie,Anderson,Charleston,WV,USA,Columbus,OH,,1952,1954,1909,11,10,1950,11,11
Eric Andolsek,Eric,Andolsek,Thibodeaux,LA,USA,Thibodeaux,LA,,1952,1954,1966,8,22,1992,6,23
Steve Andrako,Steve,Andrako,Braddock,PA,USA,Half Moon Bay,CA,,1952,1954,1915,9,11,1980,11,30
Troy Andrew,Troy,Andrew,Tamuning,,Guam,,,,1952,1954,1977,12,12,,,
Al Andrews,Al,Andrews,Oakland,CA,USA,,,,1952,1954,1945,7,10,,,
Billy Andrews,Billy,Andrews,Clinton,LA,USA,,,,1952,1954,1945,6,14,,,
George Andrews,George,Andrews,Omaha,NE,USA,,,,1952,1954,1955,11,28,,,
Jaby Andrews,Jaby,Andrews,Dallas,TX,USA,,,,1952,1954,1912,5,10,1995,11,15
John Andrews,John,Andrews,Indianapolis,IN,USA,,,,1952,1954,1948,11,2,,,
Mitch Andrews,Mitch,Andrews,Houma,LA,USA,,,,1952,1954,1964,3,4,,,
Ricky Andrews,Ricky,Andrews,,,,,,,1952,1954,1966,4,14,,,
Roy Andrews,Roy,Andrews,,,,,,,1952,1954,,,,,,
Shawn Andrews,Shawn,Andrews,Camden,AR,USA,,,,1952,1954,1982,12,25,,,
Stacy Andrews,Stacy,Andrews,Camden,AR,USA,,,,1952,1954,1981,6,2,,,
Tom Andrews,Tom,Andrews,Parma,OH,USA,,,,1952,1954,1962,1,11,,,
William Andrews,William,Andrews,Thomasville,GA,USA,,,,1952,1954,1955,12,25,,,
Willie Andrews,Willie,Andrews,Longview,TX,USA,,,,1952,1954,1983,11,2,,,
George Andrie,George,Andrie,Grand Rapids,MI,USA,,,,1952,1954,1940,4,20,,,
Plato Andros,Plato,Andros,Oklahoma City,OK,USA,Norman,OK,,1952,1954,1921,11,28,2008,9,22
Teddy Andrulewicz,Teddy,Andrulewicz,Mount Carmel,PA,USA,Whitehall,PA,,1952,1954,1905,1,1,1996,1,3
Lou Andrus,Lou,Andrus,Murray,UT,USA,,,,1952,1954,1943,7,10,,,
Shane Andrus,Shane,Andrus,Murray,KY,USA,,,,1952,1954,1980,10,2,,,
Sheldon Andrus,Sheldon,Andrus,Lafayette,LA,USA,,,,1952,1954,1962,10,5,,,
Sig Andrusking,Sig,Andrusking,,,,,,,1952,1954,,,,,,
Zenon Andrusyshyn,Zenon,Andrusyshyn,Gunzburg,,Germany,,,,1952,1954,1947,2,25,,,
Joe Andruzzi,Joe,Andruzzi,Staten Island,NY,USA,,,,1952,1954,1975,8,23,,,
Charlie Ane,Charlie,Ane,Honolulu,HI,USA,Honolulu,HI,,1953,1959,1931,1,25,2007,5,9
Charlie Ane,Charlie,Ane,Los Angeles,CA,USA,,,,1953,1959,1952,8,12,,,
Mark Anelli,Mark,Anelli,Addison,IL,USA,,,,1953,1959,1979,6,5,,,
Jim Angelo,Jim,Angelo,Pittsburgh,PA,USA,,,,1987,1987,1963,8,23,,,
Bryan Anger,Bryan,Anger,,,,,,,1987,1987,1988,10,6,,,
Pat Angerer,Pat,Angerer,Bettendorf,IA,USA,,,,1987,1987,1987,1,31,,,
Elmer Angsman,Elmer,Angsman,Chicago,IL,USA,West Palm Beach,FL,,1987,1987,1925,12,11,2002,4,11
Richard Angulo,Richard,Angulo,Albuquerque,NM,USA,,,,1987,1987,1980,11,13,,,
Scott Ankrom,Scott,Ankrom,San Antonio,TX,USA,,,,1989,1989,1966,1,4,,,
Dunc Annan,Dunc,Annan,Chicago,IL,USA,Palm Beach,FL,,1920,1926,1895,8,10,1981,6,21
Sam Anno,Sam,Anno,Silver Spring,MD,USA,,,,1920,1926,1965,1,26,,,
Ezekiel Ansah,Ezekiel,Ansah,,,,,,,2013,2013,1989,5,29,,,
Charles Anthony,Charles,Anthony,Houston,TX,USA,,,,1974,1974,1952,7,10,,,
Cornelius Anthony,Cornelius,Anthony,Pinesville,LA,USA,,,,1974,1974,1978,7,3,,,
Marc Anthony,Marc,Anthony,,,,,,,1974,1974,1989,11,14,,,
Reidel Anthony,Reidel,Anthony,Pahokee,FL,USA,,,,1974,1974,1976,10,20,,,
Terrence Anthony,Terrence,Anthony,East St. Louis,IL,USA,,,,1974,1974,1965,1,17,,,
Terry Anthony,Terry,Anthony,Daytona Beach,FL,USA,,,,1974,1974,1968,3,9,,,
Tyrone Anthony,Tyrone,Anthony,Winston-Salem,NC,USA,,,,1974,1974,1962,3,3,,,
Lionel Antoine,Lionel,Antoine,Biloxi,MS,USA,,,,1974,1974,1950,8,31,,,
Glenn Antrum,Glenn,Antrum,Derby,CT,USA,,,,1974,1974,1966,2,3,,,
Houston Antwine,Houston,Antwine,Louise,MS,USA,Memphis,TN,,1974,1974,1939,4,11,2012,1,2
Chigbo Anunoby,Chigbo,Anunoby,,,,,,,2012,2013,1989,1,4,,,
Steve Apke,Steve,Apke,Cincinnati,OH,USA,,,,1987,1987,1965,8,3,,,
Chuck Apolskis,Chuck,Apolskis,Cicero,IL,USA,Round Lake Park,IL,,1938,1939,1914,12,18,1967,5,10
Ray Apolskis,Ray,Apolskis,Cicero,IL,USA,Santa Clara County,CA,,1938,1939,1918,10,19,1960,6,30
Jim Apple,Jim,Apple,,,,,,,1961,1961,1938,7,14,,,
Clarence Applegran,Clarence,Applegran,Chicago,IL,USA,Chicago,IL,,1961,1961,1893,11,6,1960,5,6
Scott Appleton,Scott,Appleton,Brady,TX,USA,Austin,TX,,1961,1961,1942,2,20,1992,3,2
Antwan Applewhite,Antwan,Applewhite,Los Angeles,CA,USA,,,,1961,1961,1985,12,31,,,
Marger Apsit,Marger,Apsit,Aurora,IL,USA,Bakersfield,CA,,1931,1933,1909,6,5,1988,12,22
Ben Apuna,Ben,Apuna,Honolulu,HI,USA,,,,1980,1980,1957,6,26,,,
Leo Araguz,Leo,Araguz,Pharr,TX,USA,,,,1996,2005,1970,1,18,,,
Evan Arapostathis,Evan,Arapostathis,San Diego,CA,USA,,,,1996,2005,1963,10,30,,,
Fred Arbanas,Fred,Arbanas,Detroit,MI,USA,,,,1962,1970,1939,1,14,,,
Hasson Arbubakrr,Hasson,Arbubakrr,Newark,NJ,USA,,,,1962,1970,1960,12,9,,,
Charles Arbuckle,Charles,Arbuckle,Beaumont,TX,USA,,,,1962,1970,1968,9,13,,,
Emmanuel Arceneaux,Emmanuel,Arceneaux,,,,,,,2011,2011,1987,9,17,,,
Lester Archambeau,Lester,Archambeau,Montville,NJ,USA,,,,2011,2011,1967,6,27,,,
Brandon Archer,Brandon,Archer,Minneapolis,MN,USA,,,,2011,2011,1983,10,30,,,
Dan Archer,Dan,Archer,Grand Rapids,MI,USA,,,,2011,2011,1944,9,29,,,
David Archer,David,Archer,Fayetteville,NC,USA,,,,2011,2011,1962,2,15,,,
Troy Archer,Troy,Archer,Glendale,CA,USA,North Bergen,NJ,,2011,2011,1955,1,16,1979,6,22
Ben Archibald,Ben,Archibald,Tacoma,WA,USA,,,,2011,2011,1978,8,26,,,
Mike Archie,Mike,Archie,Sharon,PA,USA,,,,2011,2011,1972,10,14,,,
Julie Archoska,Julie,Archoska,Lynn,MA,USA,Lynn,MA,,2011,2011,1905,3,13,1972,3,18
Adam Archuleta,Adam,Archuleta,Chandler,AZ,USA,,,,2011,2011,1977,11,27,,,
Billy Ard,Billy,Ard,East Orange,NJ,USA,,,,1981,1991,1959,3,12,,,
Tony Ardizzone,Tony,Ardizzone,La Grange,IL,USA,,,,1981,1991,1956,12,19,,,
Tony Arena,Tony,Arena,Detroit,MI,USA,,,,1942,1942,1918,7,2,2005,3,12
Javier Arenas,Javier,Arenas,Tampa,FL,USA,,,,1942,1942,1987,10,28,,,
Joe Arenas,Joe,Arenas,Cedar Rapids,IA,USA,,,,1942,1942,1925,12,12,,,
Arnie Arenz,Arnie,Arenz,Flat River,MO,USA,Olympia,WA,,1942,1942,1911,10,13,1985,1,31
Bob Argus,Bob,Argus,Hammondsport,NY,USA,,,,1920,1925,1894,1,21,1945,12,8
Gump Ariail,Gump,Ariail,Birmingham,AL,USA,Fayetteville,NC,,1934,1934,1910,12,29,2001,2,10
Jake Arians,Jake,Arians,Blacksburg,VA,USA,,,,1934,1934,1978,1,26,,,
Mike Ariey,Mike,Ariey,Bakersfield,CA,USA,,,,1934,1934,1964,3,12,,,
Obed Ariri,Obed,Ariri,Owerri,,Nigeria,,,,1934,1934,1956,4,7,,,
David Arkin,David,Arkin,,,,,,,2011,2013,1987,10,7,,,
JoJuan Armour,JoJuan,Armour,Toledo,OH,USA,,,,1999,2002,1976,7,10,,,
Justin Armour,Justin,Armour,Colorado Springs,CO,USA,,,,1999,2002,1973,1,1,,,
Phil Armour,Phil,Armour,Denton,TX,USA,,,,1999,2002,1976,12,9,,,
Loyd Arms,Loyd,Arms,Sulphur,OK,USA, ,CA,,1999,2002,1919,9,24,1999,6,18
Armond Armstead,Armond,Armstead,,,,,,,1999,2002,1990,8,3,,,
Jessie Armstead,Jessie,Armstead,Dallas,TX,USA,,,,1999,2002,1970,10,26,,,
Terron Armstead,Terron,Armstead,,,,,,,1999,2002,1991,7,23,,,
Adger Armstrong,Adger,Armstrong,Houston,TX,USA,,,,1999,2002,1957,6,21,,,
