name,birth_city,birth_state,birth_country,death_city,death_state,death_country,promos,birth_year,birth_month,birth_day,death_year,death_month,death_day,sex
"""Dr. Death"" Steve Williams",Lakewood,Colorado,US,Denver,Colorado,US,"[wwe, ecw, wcw]",1960,5,14,2009,12,29,m
2 Cold Scorpio,Denver,Colorado,US,,,,"[wwe, ecw, wcw]",1965,10,25,,,,m
2 Tuff Tony,Louisville,Kentucky,US,,,,[tna],1974,6,6,,,,m
A.J. Petrucci,Jim Thorpe,Pennsylvania,US,,,,[ecw],1952,,,,,,m
A.J. Styles,Camp Lejeune,North Carolina,US,,,,"[wwe, wcw]",1977,6,2,,,,m
Aaron Aguilera,Orange County,California,US,,,US,[wwe],1977,2,28,,,,m
Abdullah the Butcher,Windsor,Ontario,CA,,,US,"[sta, ecw, nwa, wcw]",1941,1,11,,,,m
Abe Zvonkin,New York City,New York,US,Hamilton,Ontario,CA,[sta],1910,3,6,2002,8,22,m
Abismo Negro,Villahermosa,Tabasco,MX,El Rosario,Baja California,MX,[tna],1971,7,1,2009,3,22,m
Abraham Washington,,Texas,US,,,US,[wwe],1977,7,4,,,,m
Abyss,Washington,D.C,US,,,,[tna],1973,10,4,,,,m
Ace Darling,Wildwood,New Jersey,US,,,US,[wcw],1975,6,27,,,,m
Ace Steel,Chicago,Illinois,US,,,,[tna],1973,1,25,,,,m
Achim Albrecht,Münster,North Rhine-Westphalia,DE,,,,"[wwe, ecw]",1962,7,2,,,,m
Adam Flash,York,Pennsylvania,US,,,US,"[ecw, tna, wcw]",1971,10,22,,,,m
Adam Pearce,Lake Forest,Illinois,US,,,US,[wwe],1978,6,24,,,,m
Adam Rose,Johannesburg,,ZA,,,,[wwe],1979,7,20,,,,m
Adnan Al-Kaissie,Baghdad,,IQ,,,US,"[wwe, awa]",1939,3,1,,,,m
Adrian Adonis,Buffalo,New York,US,Lewisporte,Newfoundland and Labrador,CA,"[wwe, sta, awa]",1954,9,15,1988,7,4,m
Adrian Neville,Newcastle upon Tyne,England,GB,,,,[wwe],1986,8,22,,,,m
Afa Anoa'i,,,WS,,,,"[nwa, wwe]",1942,11,21,,,,m
Afa Anoaʻi Jr.,Allentown,Pennsylvania,US,,,,[wwe],1984,10,6,,,,m
Ahmed Johnson,Lake Alfred,Florida,US,,,,[wwe],1963,6,6,,,,m
Aiden English,Rockford,Illinois,US,,,,[wwe],1987,10,7,,,,m
Air Paris,Summerville,Georgia,US,,,,[wcw],1977,5,10,,,,m
AJ Lee,Union City,New Jersey,US,,,US,[wwe],1987,3,19,,,,f
Aja Kong,,,US,,,US,[wwe],1970,9,25,,,,f
Akio Sato,Kakakami,Hokkaido,JP,,,US,"[wwe, nwa, awa]",1953,2,13,,,,m
Akira Hokuto,Kitakatsushika,Saitama,JP,,,US,[wcw],1967,7,13,,,,f
Akira Raijin,Takarazuka,Hyōgo Prefecture,JP,,,US,[tna],1978,7,17,,,,m
Aksana,Alytus,Dzūkija,LT,,,US,[wwe],1982,4,29,,,,f
Al Costello,Lingua Salina,,IT,,,US,"[wwe, sta, nwa]",1919,12,19,2000,1,22,m
Al Green,,,US,,,US,[wcw],1955,10,15,2013,6,14,m
Al Hobman,,,NZ,Wellington,,NZ,[sta],1925,4,23,2008,9,21,m
Al Perez,Tampa,Florida,US,,,US,[wwe],1960,7,23,,,,m
Al Snow,Lima,Ohio,US,,,,"[wwe, tna]",1963,7,18,,,,m
Al Tomko,Winnipeg,Manitoba,CA,Blaine,Washington,US,[sta],1931,11,22,2009,8,5,m
Alberto Del Rio,San Luis Potosí,San Luis Potosí,MX,,,,[wwe],1977,5,25,,,,m
Alex Koslov,,,RU,,,,[tna],1984,1,21,,,,m
Alex Pourteau,Bossier City,Louisiana,US,,,,[wwe],1969,10,30,,,,m
Alex Riley,Fairfax Station,Virginia,US,,,,[wwe],1981,4,28,,,,m
Alex Silva,Montreal,Quebec,CA,,,US,[tna],1990,1,23,,,,m
Alex Wright,Nuremberg,,DE,,,,[wcw],1975,5,17,,,,m
Alexa Bliss,Columbus,Ohio,US,,,,[wwe],1991,8,9,,,,f
Alexa Thatcher,Fords,New Jersey,US,,,,[tna],1987,4,16,,,,f
Alexander Rusev,Plovdiv,Plovdiv Province,BG,,,,[wwe],1985,12,25,,,,m
Alexis Smirnoff,Saint-Lin–Laurentides,Quebec,CA,,,US,"[wwe, nwa]",1947,2,9,,,,m
Ali Ahmet Çapraz,Kılıçköy,,BG,,,,"[nwa, sta]",1911,,,,,,m
Alicia Fox,Ponte Vedra Beach,Florida,US,,,,[wwe],1986,6,30,,,,f
Alicia Webb,Houston,Texas,US,,,,"[wwe, tna, wcw]",1979,5,4,,,,f
Alisha Inacio,San Diego,California,US,,,US,[tna],1987,1,7,,,,m
Aliyah,Toronto,Ontario,CA,,,,[wwe],1994,11,23,,,,f
Allan Funk,Alliance,Ohio,US,,,,[tna],1971,7,7,,,,m
Allen Coage,New York City,New York,US,Calgary,Alberta,US,"[wwe, sta]",1943,10,22,2007,3,6,m
Allysin Kay,Detroit,Michigan,US,,,US,[tna],1987,11,5,,,,f
Amazing Red,Cayey,,PR,,,,[tna],1982,4,26,,,,m
Amber O'Neal,Ashoskie,North Carolina,US,,,,[tna],1974,6,22,,,,f
Amy Weber,Peoria,Illinois,US,,,,[wwe],1970,7,2,,,,f
André the Giant,Grenoble,Isère,FR,Paris,Île-de-France,FR,"[nwa, sta, wcw, wwe]",1946,5,19,1993,1,27,m
Andrew Everett,Burlington,North Carolina,US,,,US,[tna],1992,7,9,,,,m
Andy Douglas,,Kentucky,US,,,,[tna],1978,10,11,,,,m
Andy Leavine,Brooksville,Florida,US,,,US,[wwe],1987,12,27,,,,m
Ángel Acevedo,San Juan,,PR,,,US,"[nwa, sta]",1945,1,27,,,,m
Angel Medina,Jamaica,New York,US,,,,[ecw],1970,2,28,,,,m
Angel of Death,Arlington,Texas,US,Bedford,Texas,US,[sta],1953,7,20,2007,11,25,m
Angel Orsini,Fort Lauderdale,Florida,US,,,US,[ecw],1969,8,26,,,,m
Angela Fong,Vancouver,British Columbia,CA,,,US,[wwe],1985,2,3,,,,f
Angelina Love,Toronto,Ontario,CA,,,,[tna],1981,9,13,,,,f
Angelo Dawkins,,,US,,,,[wwe],1990,7,24,,,,m
Angelo Mosca,Waltham,Massachusetts,US,,,US,[sta],1937,2,13,,,,m
Angelo Poffo,Downers Grove,Illinois,US,Sarasota,Florida,US,"[sta, nwa, wcw]",1925,4,10,2010,3,4,m
Angelo Savoldi,Castrocielo,,IT,Parsippany-Troy Hills,New Jersey,US,"[sta, nwa]",1914,4,21,2013,9,20,m
Animal Hamaguchi,Hamada,Shimane,JP,,,US,[sta],1947,8,31,,,,m
Ann Casey,Saraland,Alabama,US,,,US,"[sta, nwa]",1938,9,29,,,,f
Anthony Durante,Hammonton,New Jersey,US,Westerly,Rhode Island,US,[ecw],1967,7,26,2003,9,25,m
Antonino Rocca,Treviso,,IT,New York City,New York,US,"[wwe, sta, nwa]",1927,4,13,1977,3,15,m
Antonio Cesaro,Lucerne,,CH,,,,[wwe],1980,12,27,,,,m
Antonio Inoki,Yokohama,,JP,,,US,"[sta, nwa, wcw]",1943,2,20,,,,m
Antonio Thomas,Springfield,Massachusetts,US,,,,[wwe],1980,4,6,,,,m
Apache Bull Ramos,Houston,Texas,US,Houston,Texas,US,[wwe],1937,8,3,2006,5,27,m
Apollo Crews,Sacramento,California,US,,,US,[wwe],1987,8,22,,,,m
April Hunter,Philadelphia,Pennsylvania,US,,,US,"[tna, wcw]",1974,9,24,,,,m
Archie Gouldie,Carbon,Alberta,CA,Knoxville,Tennessee,US,"[sta, nwa]",1936,11,22,2016,1,23,m
Armando Estrada,Chicago,Illinois,US,,,,[wwe],1978,12,20,,,,m
Arn Anderson,Rome,Georgia,US,,,,"[wwe, nwa, wcw]",1958,9,20,,,,m
Arnold Skaaland,White Plains,New York,US,White Plains,New York,US,[wwe],1925,1,21,2007,3,13,m
Art Crews,[Topeka,Kansas,US,,,US,[nwa],1959,1,3,,,,m
Ashley Massaro,New York City,New York,US,,,,[wwe],1979,5,26,,,,f
Ashura Hara,Isahaya,Nagasaki,JP,Isahaya,Nagasaki,JP,[sta],1947,1,8,2015,4,28,m
Athena,Garland,Texas,US,,,,[wwe],1988,8,31,,,,f
Atsushi Onita,Nagasaki,Nagasaki,JP,,,,[ecw],1957,10,25,,,,m
Austin Aries,Milwaukee,Wisconsin,US,,,US,[wwe],1978,4,15,,,,m
Averno,Mexico City,Distrito Federal,MX,,,,[tna],1977,5,9,,,,m
Axel Cadier,Varberg,,SE,Göteborg,,SE,[sta],1906,9,13,1974,10,29,m
Axl Rotten,Baltimore,Maryland,US,Linthicum,Maryland,US,"[ecw, tna]",1971,4,21,2016,2,4,m
Ayako Hamada,Mexico City,,MX,,,US,[tna],1981,2,14,,,,m
B. Brian Blair,Gary,Indiana,US,,,US,"[wwe, nwa]",1959,1,12,,,,m
B.J. Whitmer,Owensboro,Kentucky,US,,,,[tna],1978,1,25,,,,m
Balls Mahoney,Spring Lake Heights,New Jersey,US,Spring Lake Heights,New Jersey,US,"[wwe, ecw]",1972,4,11,2016,4,12,m
Bam Bam Bigelow,Asbury Park,New Jersey,US,Hudson,Florida,US,"[wwe, ecw]",1961,9,1,2007,1,19,m
Bam Neely,Robbinsdale,Minnesota,US,,,US,[wwe],1975,6,18,,,,m
Baron Corbin,Lenexa,Kansas,US,,,,[wwe],1984,9,13,,,,m
Baron von Raschke,Omaha,Nebraska,US,,,,"[wwe, nwa, awa]",1940,7,30,,,,m
Barry Buchanan,Bowdon,Georgia,US,,,,"[ecw, wwe]",1968,1,15,,,,m
Barry Darsow,Minneapolis,Minnesota,US,,,,"[wcw, wwe]",1959,10,6,,,,m
Barry Hardy,Richmond,Virginia,US,,,US,[ecw],1962,7,5,,,,m
Barry Horowitz,St. Petersburg,Florida,US,,,US,[wwe],1960,3,24,,,,m
Barry Orton,Amarillo,Texas,US,,,,"[sta, nwa]",1958,5,28,,,,m
Barry Windham,Sweetwater,Texas,US,,,US,"[wwe, nwa, wcw]",1960,7,4,,,,m
Bart Batten,New Martinsville,West Virginia,US,,,,[nwa],1958,9,8,,,,m
Bart Sawyer,Portland,Oregon,US,,,,[tna],1965,11,30,,,,m
Bayley,Newark,California,US,,,,[wwe],1989,6,15,,,,f
Bearcat Wright,,,US,,,US,"[sta, nwa]",1932,1,13,1982,8,28,m
Becky Bayless,Queens,New York,US,,,,[tna],1982,2,3,,,,f
Becky Lynch,Dublin,,IE,,,,[wwe],1987,1,30,,,,f
Ben Bassarab,Calgary,Alberta,CA,,,,[sta],1960,3,3,,,,m
Benny Lloyd McCrary,Hendersonville,North Carolina,US,,,,"[nwa, sta]",1946,12,7,2001,3,26,m
Beth Phoenix,Elmira,New York,US,,,US,[wwe],1980,11,24,,,,f
Betsy Ruth,Ruskin,Florida,US,,,,[tna],1985,1,17,,,,f
Betty Niccoli,Kansas City,Missouri,US,,,US,"[sta, nwa]",1946,,,,,,f
Beulah McGillicutty,Muskegon,Michigan,US,,,,[wwe],1969,3,14,,,,f
Biff Busick,Boston,Massachusetts,US,,,US,[wwe],1985,12,21,,,,m
Biff Wellington,Calgary,Alberta,CA,Calgary,Alberta,US,"[sta, ecw]",1965,4,18,2007,6,24,m
Big Boss Man,Marietta,Georgia,US,Dallas,Georgia,US,"[wwe, nwa]",1963,5,2,2004,9,22,m
Big Bully Busick,Steubenville,Ohio,US,,,,[wwe],1954,6,1,,,,m
Big Dick Dudley,Suffolk,New Jersey,US,Copiague,New York,US,[ecw],1968,1,12,2002,5,16,m
Big E Langston,Tampa,Florida,US,,,,[wwe],1986,3,1,,,,m
Big Guido,,New York,US,,,,[ecw],,,,,,,m
Big John Studd,Butler,Pennsylvania,US,Burke,Virginia,US,"[wwe, sta, nwa]",1948,2,19,1995,3,20,m
Big Show,Aiken,South Carolina,US,,,,"[wwe, wcw]",1972,2,8,,,,m
Big Tilly,,New Jersey,US,,,,[tna],,9,4,,,,m
Bill Alfonso,Hampton,New Hampshire,US,,,US,"[wwe, wcw]",1957,8,11,,,,m
Bill DeMott,Titusville,Florida,US,,,,"[ecw, wcw]",1966,11,10,,,,m
Bill Dundee,Angus,Scotland,GB,,,,[nwa],1943,10,24,,,,m
Bill Eadie,Brownsville,Pennsylvania,US,,,,"[sta, wwe]",1947,12,27,,,,m
Bill Goldberg,Tulsa,Oklahoma,US,,,,"[wwe, wcw]",1966,12,27,,,,m
Bill Irwin,,,,,,,"[wwe, sta, ecw, nwa, awa]",1954,9,17,,,,m
Bill Kazmaier,Burlington,Wisconsin,US,,,,"[sta, wcw]",1953,12,30,,,,m
Bill Soloweyko,Calgary,Alberta,CA,Pineville,North Carolina,US,"[sta, nwa]",1931,12,1,2000,10,3,m
Bill Watts,Oklahoma City,Oklahoma,US,,,US,"[wwe, wcw]",1939,5,5,,,,m
Bill White,Philadelphia,Pennsylvania,US,,,US,"[wwe, nwa]",1945,2,27,,,,m
Billie Kay,Sydney,New South Wales,AU,,,US,[wwe],1989,6,23,,,,f
Billy Darnell,Camden,New Jersey,US,Maple Shade Township,New Jersey,US,"[wwe, nwa]",1926,2,25,2007,9,7,m
Billy Gunn,Orlando,Florida,US,,,,[wwe],1963,11,1,,,,m
Billy Jack Haynes,Portland,Oregon,US,,,,"[wwe, sta]",1953,7,10,,,,m
Billy Kidman,Allentown,Pennsylvania,US,,,,"[wwe, wwe, wcw]",1974,5,11,,,,m
Billy Leon McCrary,Hendersonville,North Carolina,US,,,US,"[nwa, sta]",1946,12,7,1979,7,14,m
Billy Red Lyons,Hamilton,Ontario,CA,,,US,"[wwe, nwa, awa]",1932,5,17,2009,6,22,m
Billy Robinson,Manchester,England,GB,Little Rock,Arkansas,US,"[sta, awa]",1938,9,18,2014,3,3,m
Billy Varga,Cleveland,Ohio,US,Burbank,California,US,[sta],1919,1,10,2013,1,11,m
Billy Wiles,Brick Township,New Jersey,US,,,,[ecw],1971,,,,,,m
Black Bart,Fayetteville,North Carolina,US,,,,[wwe],1948,6,1,,,,m
Black Cat,Mexico City,,MX,,,,[wcw],1954,10,17,2006,1,28,m
Blackjack Lanza,Albuquerque,New Mexico,US,,,,"[wwe, nwa]",1935,10,14,,,,m
Blackjack Mulligan,Sweetwater,Texas,US,Tampa,Florida,US,"[wwe, nwa]",1942,11,26,2016,4,7,m
Blitzkrieg,,California,US,,,,[wcw],,,,,,,m
Bo Dallas,Brooksville,Florida,US,,,,[wwe],1990,5,25,,,,m
Bob Armstrong,Marietta,Georgia,US,,,US,[wcw],1939,10,3,,,,m
Bob Backlund,Princeton,Minnesota,US,,,US,"[wwe, nwa]",1949,8,14,,,,m
Bob Brown,Shoal Lake,Manitoba,CA,Kansas City,Missouri,US,"[sta, nwa]",1938,10,16,1997,2,5,m
Bob Geigel,Algona,Iowa,US,Kansas City,Missouri,US,[nwa],1924,10,1,2014,10,30,m
Bob Orton,Kansas City,Kansas,US,Las Vegas,Nevada,US,"[sta, nwa]",1929,7,21,2006,7,16,m
Bob Orton Jr.,Kansas City,Kansas,US,,,,"[nwa, wwe]",1950,11,10,,,,m
Bob Starr,Malibu Beach,California,US,,,US,[ecw],1971,,,,,,m
Bob Sweetan,,,US,,,,"[sta, nwa]",1940,7,4,,,,m
Bobby Bold Eagle,Window Rock,Arizona,US,,,US,"[wwe, nwa]",1948,7,28,,,,m
Bobby Duncum Jr.,Amarillo,Texas,US,Austin,Texas,US,"[ecw, wcw]",1965,8,26,2000,1,24,m
Bobby Duncum Sr.,Austin,Texas,US,,,US,[nwa],1944,8,14,,,,m
Bobby Eaton,Huntsville,Alabama,US,,,,"[ecw, nwa, tna, wcw]",1958,8,14,,,,m
Bobby Fish,Albany,New York,US,,,US,[tna],1976,10,27,,,,m
Bobby Fulton,Chillicothe,Ohio,US,,,,"[wwe, sta, nwa, wcw]",1960,10,4,,,,m
Bobby Heenan,Chicago,Illinois,US,,,,[wcw],1944,11,1,,,,m
Bobby Jaggers,Vancouver,Washington,US,Dunlap,Kansas,US,[nwa],1948,1,8,2012,9,30,m
Bobby Managoff,,,US,,,,[nwa],1918,1,4,2002,4,3,m
Bobby Roode,Toronto,Ontario,CA,,,,[wwe],1977,5,11,,,,m
Bobby Shane,St. Louis,Missouri,US,Tampa,Florida,US,[nwa],1945,8,25,1975,2,20,m
Bobby the destroyer Lashley,Junction City,Kansas,US,,,,"[wwe, tna]",1971,7,16,,,,m
Bobo Brazil,Little Rock,Arkansas,US,St. Joseph,Michigan,US,"[wwe, nwa]",1924,7,10,1998,1,20,m
Bonnie Maxon,Saint Paul,Minnesota,US,,,US,[tna],1981,9,10,,,,m
Booker T,Houston,Texas,US,,,,"[wwe, wcw]",1965,3,1,,,,m
Boris Malenko,Newark,New Jersey,US,Tampa,Florida,US,[nwa],1933,6,28,1994,9,1,m
Boris Zhukov,Roanoke,Virginia,US,,,,[wwe],1959,1,29,,,,m
Brad Anderson,Charlotte,North Carolina,US,,,,"[sta, wcw]",1969,12,24,,,,m
Brad Armstrong,Marietta,Georgia,US,Kennesaw,Georgia,US,"[nwa, wcw]",1962,6,15,2012,11,1,m
Brad Batten,New Martinsville,West Virginia,US,Columbus,Ohio,US,[nwa],1958,9,8,2014,11,18,m
Brad Maddox,Tega Cay,South Carolina,US,,,,[wwe],1984,5,4,,,,m
Brad Rheingans,Appleton,Minnesota,US,,,,[awa],1953,12,13,,,,m
Brady Boone,Robbinsdale,Minnesota,US,Tampa,Florida,US,"[wwe, nwa]",1958,8,22,1998,12,15,m
Bram,Calow,England,GB,,,,[tna],1986,8,6,,,,m
Braun Strowman,Sherrills Ford,North Carolina,US,,,,[wwe],1983,9,6,,,,m
Bray Wyatt,Brooksville,Florida,US,,,,[wwe],1987,5,23,,,,m
Brazo de Plata,Mexico City,,MX,,,US,[wwe],1963,3,19,,,,m
Brent Albright,Louisiana,,US,,,US,"[wwe, tna]",1978,11,28,,,,m
Bret Hart,Calgary,Alberta,CA,,,,"[wwe, sta, wcw]",1957,7,2,,,,m
Brett Sawyer,Orlando,Florida,US,,,US,[nwa],1960,8,10,,,,m
Brian Adams,Kailua,Hawaii,US,Tampa,Florida,US,"[wwe, tna, wcw]",1964,4,14,2007,8,13,m
Brian Christopher,Memphis,Tennessee,US,,,US,[wwe],1972,1,10,,,,m
Brian Gamble,,Ohio,US,,,,[tna],1970,4,24,,,,m
Brian Hildebrand,Pittsburgh,Pennsylvania,US,Hialeah,Florida,US,[wcw],1962,1,21,1999,9,8,m
Brian Knobbs,Allentown,Pennsylvania,US,,,,"[wwe, wcw]",1964,5,6,,,,m
Brian Lee,St. Petersburg,Florida,US,,,,"[wwe, ecw]",1966,11,26,,,,m
Brian Mailhot,Portland,Maine,US,,,US,[wwe],1975,8,12,,,,m
Brian Pillman,Cincinnati,Ohio,US,Bloomington,Minnesota,US,"[wwe, sta, ecw, wcw]",1962,5,22,1997,10,5,m
Brick Bronsky,Bethlehem,Pennsylvania,US,,,US,[sta],1964,,,,,,m
Brie Bella,San Diego,California,US,,,,"[wwe, wwe]",1983,11,21,,,,f
Brock Lesnar,Webster,South Dakota,US,,,,[wwe],1977,7,12,,,,m
Bronko Nagurski,Rainy River,Ontario,CA,International Falls,Minnesota,US,[sta],1908,11,3,1990,1,7,m
Bronko Sandor Lupsity,Battonya,Batonja,HU,Plano,Texas,US,[sta],1925,12,25,2007,8,11,m
Brooke Tessmacher,St. Louis,Missouri,US,,,US,"[wwe, tna]",1984,12,4,,,,f
Bruce Hart,Great Falls,Montana,US,,,,"[wwe, sta]",1950,1,13,,,,m
Bruce Prichard,El Paso,Texas,US,,,,[wwe],1963,3,7,,,,m
Bruiser Brody,Detroit,Michigan,US,Bayamón,,PR,"[wwe, nwa, awa]",1946,6,18,1988,7,17,m
Bruno Sammartino,Pizzoferrato,Kingdom of Italy,US,,,,"[wwe, sta]",1935,10,6,,,,m
Bruno Sassi,Baltimore,Maryland,US,,,,"[ecw, tna]",1970,12,15,,,,m
Brute Bernard,,,US,,,US,[nwa],1921,6,6,1984,7,14,m
Brutus Beefcake,Tampa,Florida,US,,,US,"[wwe, sta]",1958,4,21,,,,m
Bryan Clark,Harrisburg,Pennsylvania,US,,,,"[wwe, wcw]",1964,3,14,,,,m
Bryant Anderson,Minneapolis,Minnesota,US,,,US,[wcw],1970,11,9,,,,m
Bubba Ray Dudley,Queens,New York,US,,,,[wwe],1971,7,14,,,,m
Buck Quartermain,Tampa,Florida,US,Truth or Consequences,New Mexico,US,[ecw],1967,7,24,2016,6,5,m
Buck Zumhofe,Ham Lake,Minnesota,US,,,US,[awa],1951,3,21,,,,m
Buddy Landel,Knoxville,Tennessee,US,Chilhowie,Virginia,US,"[wwe, wwe, nwa]",1961,8,14,2015,6,22,m
Buddy Murphy,Melbourne,Victoria,AU,,,US,[wwe],1988,9,26,,,,m
Buddy Roberts,Vancouver,British Columbia,CA,,Indiana,US,[nwa],1947,5,16,2012,11,26,m
Buddy Rogers,Camden,New Jersey,US,Fort Lauderdale,Florida,US,"[wwe, nwa]",1921,2,20,1992,6,26,m
Buddy Rose,Las Vegas,Nevada,US,Vancouver,Washington,US,"[wwe, sta, awa]",1952,11,27,2009,4,28,m
Buddy Wolfe,Blue Earth,Minnesota,US,,,US,[wwe],1941,4,11,,,,m
Buff Bagwell,Marietta,Georgia,US,,,US,"[wwe, wcw]",1970,1,10,,,,m
Bugsy McGraw,,,US,,,US,[tna],1945,,,,,,m
Bull Curry,,,,,,,[nwa],1913,5,2,1985,3,8,m
Bull Nakano,Kawaguchi,Saitama,JP,,,,[wwe],1968,1,8,,,,m
Bull Pain,Mannheim,Baden-Württemberg,DE,,,,"[ecw, nwa, wcw]",,,,,,,m
Bulldog Brower,Delaware,,US,,,,"[wwe, sta]",1933,9,17,1997,9,15,m
Butch Miller,Auckland,,NZ,,,,"[wwe, tna]",1944,10,21,,,,m
Butch Reed,Kansas City,Missouri,US,,,,"[wwe, nwa, wcw]",1954,7,11,,,,m
Buzz Sawyer,St. Petersburg,Florida,US,Sacramento,California,US,"[wwe, nwa]",1959,6,14,1992,2,7,m
Byron Saxton,Burke,Virginia,US,,,,[wwe],1981,8,20,,,,m
C.W. Anderson,Emit,North Carolina,US,,,,"[wwe, tna]",1971,1,7,,,,m
Camacho,Kissimmee,Florida,US,,,US,[wwe],1983,5,7,,,,m
Cameron,Northridge,California,US,,,,[wwe],1987,11,3,,,,m
Candi Devine,,,US,,,,[nwa],1959,1,1,,,,f
Candice Michelle,Milwaukee,Wisconsin,US,,,US,[wwe],1978,9,30,,,,f
Canek,Frontera,Tabasco,MX,,,US,[sta],1952,6,19,,,,m
Caprice Coleman,Jamaica,New York,US,,,US,[tna],1977,3,20,,,,m
Carl Donald Bell,Kahnawake,Quebec,CA,Kahnawake,Quebec,CA,"[nwa, awa]",1925,8,25,1966,3,17,m
Carl Ouellet,Sainte-Catherine,Quebec,CA,,,,"[wwe, tna, wcw]",1967,12,30,,,,m
Carlos Colón Sr.,Santa Isabel,,PR,,,US,"[nwa, sta]",1948,7,18,,,,m
Carly Colón,San Juan,,PR,,,,[wwe],1979,2,21,,,,m
Carmella,Worcester,Massachusetts,US,,,,[wwe],1987,10,23,,,,f
Carmella DeCesare,Avon Lake,Ohio,US,,,US,[wwe],1982,7,1,,,,f
Caryn Lynn Mower,Eau Claire,Wisconsin,US,,,US,[wwe],1965,8,21,,,,f
Cassandro,El Paso,Texas,US,,,US,[tna],1970,5,20,,,,m
Cassidy Riley,Monroe,Louisiana,US,,,,[tna],1976,11,21,,,,m
Cathy Dingman,,,,,,,"[wwe, wcw]",1970,12,9,,,,f
Caylen Croft,Youngstown,Ohio,US,,,US,[wwe],1980,4,29,,,,m
Chad Collyer,Richmond,Indiana,US,,,,"[ecw, tna]",1974,12,12,,,,m
Chad Fortune,Roswell,Georgia,US,,,,"[wwe, wcw]",1967,8,13,,,,m
Chad Gable,Minneapolis,Minnesota,US,,,,[wwe],1986,3,8,,,,m
Chad Slivenski,Red Bank,New Jersey,US,,,US,[ecw],1972,9,15,,,,m
Chad Wicks,Mason City,Iowa,US,,,,[wwe],1978,3,6,,,,m
Charles Norris,Red Lake,Minnesota,US,,,,[wcw],1965,10,21,,,,m
Charlie Haas,Houston,Texas,US,,,,[wwe],1972,3,27,,,,m
Charlotte,Charlotte,North Carolina,US,,,,[wwe],1986,4,5,,,,f
Chase Stevens,Washington,Indiana,US,,,,[tna],1979,1,17,,,,m
Chase Tatum,Atlanta,Georgia,US,Atlanta,Georgia,US,[wcw],1973,10,3,2008,3,23,m
Chastity,Baltimore,Maryland,US,,,,[wcw],1971,6,18,,,,f
Chavo Guerrero Jr.,El Paso,Texas,US,,,,"[wcw, wwe]",1970,10,20,,,,m
Chavo Guerrero Sr.,El Paso,Texas,US,,,US,[wwe],1949,1,7,,,,m
Cherry,Morristown,New Jersey,US,,,US,[wwe],1975,7,15,,,,f
Cherry Bomb,London,Ontario,CA,,,US,[tna],1987,9,3,,,,m
Chicky Starr,Vega Baja,,PR,,,US,[sta],1958,6,24,,,,m
Chief Jay Strongbow,Philadelphia,Pennsylvania,US,Griffin,Georgia,US,"[wwe, nwa]",1928,10,4,2012,4,3,m
Chigusa Nagayo,Omura,Nagasaki,JP,,,US,"[wwe, sta, wcw]",1964,12,8,,,,m
Chilly Willy,Goldsboro,North Carolina,US,,,,"[wwe, ecw]",1969,9,24,,,,m
Chip Minton,Macon,Georgia,US,,,,[wcw],1969,6,9,,,,m
Chris Adams,Rugby,England,GB,Waxahachie,Texas,US,"[nwa, wcw]",1955,2,10,2001,10,7,m
Chris Benoit,Montreal,Quebec,CA,Fayetteville,Georgia,US,"[wwe, sta, ecw, wcw]",1967,5,21,2007,6,24,m
Chris Candido,Edison,New Jersey,US,New Brunswick,New Jersey,US,"[wwe, ecw, wcw]",1972,3,21,2005,4,28,m
Chris Champion,Tampa,Florida,US,,,,"[nwa, wcw]",1961,2,17,,,,m
Chris Chetti,Copiague,New York,US,,,,[ecw],1974,7,16,,,,m
Chris Hamrick,Mooresboro,North Carolina,US,,,,"[ecw, tna]",1966,10,21,,,,m
Chris Harris,Cincinnati,Ohio,US,,,US,"[wwe, tna, wcw]",1973,12,25,,,,m
Chris Hero,Dayton,Ohio,US,,,US,[tna],1979,12,24,,,,m
Chris Jericho,Manhasset,New York,US,,,,"[wwe, ecw, wcw]",1970,11,9,,,,m
Chris Kanyon,Sunnyside,New York,US,Sunnyside,Queens,CA,"[wwe, ecw, wcw]",1970,1,5,2010,4,2,m
Chris Masters,Santa Monica,California,US,,,,"[wwe, tna]",1983,1,8,,,,m
Chris Michaels,Long Island,New York,US,,,,"[ecw, tna]",1961,7,13,,,,m
Chris Nelson,Winter Haven,Florida,US,,,,[wcw],1974,12,22,,,,m
Chris Taylor,,,US,Story City,Iowa,US,[nwa],1950,6,13,1979,6,30,m
Chris Tolos,Hamilton,Ontario,CA,Hamilton,Ontario,CA,"[wwe, sta, nwa]",1929,12,5,2005,8,13,m
Christi Wolf,Corning,New York,US,,,,[wcw],1966,8,7,,,,m
Christian Cage,Kitchener,Ontario,CA,,,,"[wwe, wwe]",1973,11,30,,,,m
Christian York,Fairfax,Virginia,US,,,,[ecw],1977,4,13,,,,m
Christina Crawford,Ponte Vedra Beach,Florida,US,,,,[tna],1988,10,17,,,,f
Christina Von Eerie,Sacramento,California,US,,,,[tna],1989,8,28,,,,f
Christopher Daniels,Kalamazoo,Michigan,US,,,,"[wwe, ecw, wcw]",1970,3,24,,,,m
Christopher Nowinski,Oak Park,Illinois,US,,,,[wwe],1978,9,24,,,,m
Christy Hemme,Poway,California,US,,,,"[wwe, tna]",1980,10,28,,,,f
