name,birth_city,birth_state,birth_country,death_city,death_state,death_country,birth_year,birth_month,birth_day,death_year,death_month,death_day
Billy Tibbetts,Scituate,Massachusetts,US,,,,1974,10,14,,,
Bing Juckes,Hamiota,Manitoba,CA,,,CA,1926,6,14,1990,12,31
Björn Johansson,Örebro,,SE,,,,1956,1,15,,,
Björn Melin,Jönköping,,SE,,,,1981,7,4,,,
Bjørn Skaare,Oslo,,NO,,,SE,1958,10,29,1989,6,21
Blaine Lacher,Medicine Hat,Alberta,CA,,,,1970,9,5,,,
Blaine Stoughton,Gilbert Plains,Manitoba,CA,,,,1953,3,13,,,
Blair Atcheynum,Estevan,Saskatchewan,CA,,,,1969,4,20,,,
Blair Barnes,Windsor,Ontario,CA,Chicago,Illinois,US,1960,9,21,2010,6,29
Blair Betts,Edmonton,Alberta,CA,,,,1980,2,16,,,
Blair Chapman,Lloydminster,Alberta,CA,,,,1956,6,13,,,
Blair MacDonald,Cornwall,Ontario,CA,,,,1953,11,17,,,
Blair MacKasey,Hamilton,Ontario,CA,,,,1955,12,13,,,
Blair Stewart,Winnipeg,Manitoba,CA,,,,1953,3,15,,,
Blake Bellefeuille,Framingham,Massachusetts,US,,,,1977,12,27,,,
Blake Comeau,Meadow Lake,Saskatchewan,CA,,,,1986,2,18,,,
Blake Dunlop,Hamilton,Ontario,CA,,,,1953,4,18,,,
Blake Geoffrion,Plantation,Florida,US,,,,1988,2,3,,,
Blake Sloan,Park Ridge,Illinois,US,,,,1975,7,27,,,
Blake Wesley,Red Deer,Alberta,CA,,,,1959,7,10,,,
Blake Wheeler,Plymouth,Minnesota,US,,,,1986,8,31,,,
Bo Berglund,Själevad,,SE,,,,1955,4,6,,,
Bo Horvat,Rodney,Ontario,CA,,,,1995,4,5,,,
Bob Armstrong,Toronto,Ontario,CA,,,,1931,4,7,1990,11,6
Bob Attwell,Spokane,Washington,US,,,,1959,12,26,,,
Bob Babcock,Agincourt,Toronto,CA,,,,1968,8,3,,,
Bob Bailey,Kenora,Ontario,CA,,,CA,1931,5,29,2003,10,24
Bob Barlow,Hamilton,Ontario,CA,,,,1935,6,17,,,
Bob Bassen,Calgary,Alberta,CA,,,,1965,5,6,,,
Bob Beckett,Unionville,Ontario,CA,,,CA,1936,4,8,,,
Bob Beers,Pittsburgh,Pennsylvania,US,,,,1967,5,20,,,
Bob Bergloff,Dickinson,North Dakota,US,,,,1958,7,26,,,
Bob Berry,Montreal,Quebec,CA,,,,1943,11,29,,,
Bob Blackburn,Rouyn-Noranda,Quebec,CA,,,CA,1938,2,1,,,
Bob Blake,Ashland,Wisconsin,US,Cheektowaga,New York,US,1914,8,16,2008,11,26
Bob Bodak,Thunder Bay,Ontario,CA,,,,1961,5,28,,,
Bob Boughner,Windsor,Ontario,CA,,,,1971,3,8,,,
Bob Bourne,Netherhill,Saskatchewan,CA,,,,1954,6,21,,,
Bob Brooke,Melrose,Massachusetts,US,,,,1960,12,18,,,
Bob Carse,Edmonton,Alberta,CA,,,CA,1919,7,19,1999,7,27
Bob Champoux,Mont-Saint-Hilaire,Quebec,CA,,,,1942,12,2,,,
Bob Charlebois,Cornwall,Ontario,CA,,,CA,1944,5,27,,,
Bob Chrystal,Winnipeg,Manitoba,CA,,,,1930,4,3,,,
Bob Collyard,Hibbing,Minnesota,US,,,,1949,10,16,,,
Bob Cook,Greater Sudbury,Ontario,CA,,,,1946,1,6,1978,3,29
Bob Copp,Port Elgin,New Brunswick,CA,,,CA,1918,11,15,2006,12,12
Bob Corkum,Salisbury,Massachusetts,US,,,,1967,12,18,,,
Bob Crawford,Belleville,Ontario,CA,,,,1959,4,6,,,
Bob Cunningham,Welland,Ontario,CA,,,CA,1941,2,26,,,
Bob Dailey,Kingston,Ontario,CA,,,,1953,5,3,,,
Bob Davidson,Toronto,Ontario,CA,,,CA,1912,2,10,1996,9,26
Bob Davie,Beausejour,Manitoba,CA,,,CA,1912,9,12,1990,10,27
Bob Davis,Lachine,Quebec,CA,,,,1899,2,2,1970,7,15
Bob Dawes,Saskatoon,Saskatchewan,CA,,,CA,1924,11,29,2003,5,26
Bob DeCourcy,Toronto,Ontario,CA,Alliston,Ontario,CA,1927,6,12,2012,3,25
Bob Dill,Saint Paul,Minnesota,US,,,CA,1920,4,25,1991,4,16
Bob Dillabough,Belleville,Ontario,CA,,,,1941,4,27,1997,3,27
Bob Dupuis,Blind River,Ontario,CA,,,,1952,8,26,,,
Bob Errey,Montreal,Quebec,CA,,,,1964,9,21,,,
Bob Essensa,Toronto,Ontario,CA,,,,1965,1,14,,,
Bob Falkenberg,Stettler,Alberta,CA,,,CA,1946,1,1,,,
Bob Fillion,Thetford Mines,Quebec,CA,Longueuil,Quebec,CA,1920,7,12,2015,8,13
Bob Fitchner,Greater Sudbury,Ontario,CA,,,,1950,12,22,,,
Bob Frampton,Toronto,Ontario,CA,Montreal,Quebec,CA,1929,1,20,2001,9,8
Bob Froese,St. Catharines,Ontario,CA,,,,1958,6,30,,,
Bob Fryday,Toronto,Ontario,CA,,,CA,1928,12,5,2007,1,12
Bob Gainey,Peterborough,Ontario,CA,,,,1953,12,13,,,
Bob Gassoff,Quesnel,British Columbia,CA,near Gray Summit,Missouri,US,1953,4,17,1977,5,27
Bob Geale,Edmonton,Alberta,CA,,,,1962,4,17,,,
Bob Girard,Montreal,Quebec,CA,,,,1949,4,12,,,
Bob Gladney,Come By Chance,Newfoundland and Labrador,CA,,,,1957,8,27,,,
Bob Goldham,Georgetown,Ontario,CA,Toronto,Ontario,CA,1922,5,12,1991,9,6
Bob Gracie,North Bay,Ontario,CA,Houston,Texas,US,1910,11,8,1963,8,3
Bob Gryp,Chatham,Ontario,CA,,,CA,1950,5,6,,,
Bob Halkidis,Toronto,Ontario,CA,,,,1966,3,5,,,
Bob Hall (ice hockey),Oak Park,Illinois,US,,,CA,1899,10,13,1950,12,3
Bob Hassard,Lloydminster,Saskatchewan,CA,Stouffville,Ontario,CA,1929,3,26,2010,12,30
Bob Hess,Middleton,Nova Scotia,CA,,,,1955,5,19,,,
Bob Hoffmeyer,Dodsland,Saskatchewan,CA,,,,1955,7,27,,,
Bob Hurlburt,Toronto,Ontario,CA,,,,1950,5,1,,,
Bob Janecyk,Chicago,Illinois,US,,,,1957,5,18,,,
Bob Jay,Burlington,Massachusetts,US,,,,1965,11,18,,,
Bob Johnson,Farmington,Michigan,US,,,,1948,11,12,,,
Bob Jones,Espanola,Ontario,CA,,,CA,1945,11,27,,,
Bob Joyce,Saint John,New Brunswick,CA,,,CA,1966,7,11,,,
Bob Kelly,Oakville,Ontario,CA,,,,1950,11,25,,,
Bob Kirkpatrick,Regina,Saskatchewan,CA,,,CA,1915,12,1,1988,2,20
Bob Kudelski,Springfield,Massachusetts,US,,,,1964,3,3,,,
Bob LaForest,Sault Ste. Marie,Ontario,CA,,,,1963,5,19,,,
Bob Leiter,Winnipeg,Manitoba,CA,,,CA,1941,3,22,,,
Bob Lemieux,Montreal,Quebec,CA,,,,1944,12,16,,,
Bob Liddington,Calgary,Alberta,CA,,,CA,1948,9,15,,,
Bob Logan,Montreal,Quebec,CA,,,,1964,2,22,,,
Bob Lorimer,Toronto,Ontario,CA,,,,1953,8,25,,,
Bob MacMillan,Charlottetown,Prince Edward Island,CA,,,,1952,12,3,,,
Bob Manno,Niagara Falls,Ontario,CA,,,,1956,10,31,,,
Bob Mason,International Falls,Minnesota,US,,,,1961,4,22,,,
Bob McCord,Matheson,Ontario,CA,,,CA,1934,3,20,,,
Bob McCulley,Stratford,Ontario,CA,,,CA,1914,2,8,1993,8,15
Bob McDonald,Toronto,Ontario,CA,,,,1923,1,4,1977,10,29
Bob McGill,Edmonton,Alberta,CA,,,,1962,4,27,,,
Bob McManama,Belmont,Massachusetts,US,,,,1951,10,7,,,
Bob Miller (ice hockey),Medford,Massachusetts,US,,,,1956,9,28,,,
Bob Mongrain,La Sarre,Quebec,CA,,,,1959,8,31,,,
Bob Murdoch,Cranbrook,British Columbia,CA,,,,1954,1,29,,,
Bob Murdoch,Kirkland Lake,Ontario,CA,,,,1946,11,20,,,
Bob Murray,Peterborough,Ontario,CA,,,,1948,7,16,,,
Bob Murray,Kingston,Ontario,CA,,,CA,1954,11,26,,,
Bob Neely,Sarnia,Ontario,CA,,,,1953,11,9,,,
Bob Nevin,Timmins,Ontario,CA,,,,1938,3,18,,,
Bob Nystrom,Stockholm,,SE,,,,1952,10,10,,,
Bob Paradise,Saint Paul,Minnesota,US,,,CA,1944,4,22,,,
Bob Parent,Windsor,Ontario,CA,,,,1958,2,19,,,
Bob Perreault,Trois-Rivières,Quebec,CA,Saint-Étienne-des-Grès,Quebec,CA,1931,1,28,1980,9,10
Bob Plager,Kirkland Lake,Ontario,CA,,,,1943,3,11,,,
Bob Probert,Windsor,Ontario,CA,Windsor,Ontario,CA,1965,6,5,2010,7,5
Bob Pulford,Newton Robinson,Ontario,CA,,,,1936,3,31,,,
Bob Richer,Cowansville,Quebec,CA,,,,1951,3,5,,,
Bob Ring,Winchester,Massachusetts,US,,,,1946,10,6,,,
Bob Ritchie,Laverlochère,Quebec,CA,,,,1955,2,20,,,
Bob Rouse,Surrey,British Columbia,CA,,,,1964,6,18,,,
Bob Sabourin,Greater Sudbury,Ontario,CA,,,,1933,3,17,,,
Bob Sauvé,Sainte-Geneviève,Quebec,CA,,,,1955,6,17,,,
Bob Sirois,Montreal,Quebec,CA,,,,1954,2,6,,,
Bob Sneddon,Montreal,Quebec,CA,,,,1944,5,31,,,
Bob Solinger,Star City,Saskatchewan,CA,Edmonton,Alberta,CA,1925,12,23,2014,12,10
Bob Stephenson,Saskatoon,Saskatchewan,CA,,,,1954,2,1,,,
Bob Stewart,Charlottetown,Prince Edward Island,CA,,,,1950,11,10,,,
Bob Stumpf,Milo,Alberta,CA,,,CA,1953,4,25,2013,2,17
Bob Sullivan,Rouyn-Noranda,Quebec,CA,,,,1957,11,29,,,
Bob Sweeney,Concord,Massachusetts,US,,,,1964,1,25,,,
Bob Sykes,Greater Sudbury,Ontario,CA,,,,1951,9,26,,,
Bob Taylor,Brookline,Massachusetts,US,Norwood,Massachusetts,US,1904,8,12,1993,12,12
Bob Turner,Regina,Saskatchewan,CA,,,CA,1934,1,31,2005,2,7
Bob Wall,Elgin Mills,Ontario,CA,,,,1942,12,1,,,
Bob Walton,Ottawa,Ontario,CA,,,CA,1912,8,5,1992,9,3
Bob Warner,Grimsby,Ontario,CA,,,,1950,12,13,,,
Bob Whitelaw,Motherwell,Scotland,GB,,,CA,1916,10,5,1972,10,6
Bob Whitlock,Charlottetown,Prince Edward Island,CA,,,CA,1949,6,16,,,
Bob Wilkie,Calgary,Alberta,CA,,,,1969,2,11,,,
Bob Wilson,Greater Sudbury,Ontario,CA,,,,1934,2,18,,,
Bob Wood,Lethbridge,Alberta,CA,Red Deer,Alberta,CA,1930,7,9,2007,11,11
Bob Woytowich,Winnipeg,Manitoba,CA,,,CA,1941,8,18,1988,7,30
Bob Wren,Preston,Ontario,CA,,,,1974,9,16,,,
Bobby Allen,Weymouth,Massachusetts,US,,,,1978,11,14,,,
Bobby Bauer,Waterloo,Ontario,CA,Kitchener,Ontario,CA,1915,2,16,1964,9,16
Bobby Baun,Lanigan,Saskatchewan,CA,,,,1936,9,9,,,
Bobby Burns,Gore Bay,Ontario,CA,,,,1905,4,4,1995,8,12
Bobby Butler,Marlborough,Massachusetts,US,,,,1987,4,26,,,
Bobby Carpenter,Beverly,Massachusetts,US,,,,1963,7,13,,,
Bobby Clarke,Flin Flon,Manitoba,CA,,,,1949,8,13,,,
Bobby Connors,Edinburgh,Scotland,GB,Port Arthur,Ontario,CA,1902,10,19,1931,7,27
Bobby Crawford,Long Island,New York,US,,,,1960,5,27,,,
Bobby Dollas,Montreal,Quebec,CA,,,,1965,1,31,,,
Bobby Francis,North Battleford,Saskatchewan,CA,,,,1958,12,5,,,
Bobby Gould,Petrolia,Ontario,CA,,,,1957,9,2,,,
Bobby Holík,Jihlava,,CZ,,,,1971,1,1,,,
Bobby Hull,Pointe Anne,Ontario,CA,,,,1939,1,3,,,
Bobby Joliat,Ottawa,Ontario,CA,,,CA,1898,4,25,1953,8,10
Bobby Kirk,Doagh,,GB,,,CA,1909,8,8,1970,7,11
Bobby Lalonde,Montreal,Quebec,CA,,,,1951,3,27,,,
Bobby Orr,Parry Sound,Ontario,CA,,,,1948,3,20,,,
Bobby Rivard,Sherbrooke,Quebec,CA,,,,1939,8,1,,,
Bobby Robins,Peshtigo,Wisconsin,US,,,,1981,10,17,,,
Bobby Rousseau,Montreal,Quebec,CA,,,,1940,7,26,,,
Bobby Rowe,Heathcote,Ontario,CA,Portland,Oregon,US,1885,8,19,1948,9,21
Bobby Ryan,Cherry Hill,New Jersey,US,,,,1987,3,17,,,
Bobby Sanguinetti,Trenton,New Jersey,US,,,,1988,2,29,,,
Bobby Schmautz,Saskatoon,Saskatchewan,CA,,,,1945,3,28,,,
Bobby Sheehan,Weymouth,Massachusetts,US,,,,1949,1,11,,,
Bobby Simpson,Caughnawaga,Quebec,CA,,,CA,1956,11,17,,,
Bobby Smith,North Sydney,Nova Scotia,CA,,,,1958,2,12,,,
Bobby Taylor,Calgary,Alberta,CA,,,,1945,1,24,,,
Bobby Trapp,Pembroke,Ontario,CA,,,CA,1897,12,19,1979,11,20
Bogdan Yakimov,Nizhnekamsk,,RU,,,,1994,10,4,,,
Bonner Larose,Ottawa,Ontario,CA,,,CA,1901,2,14,1963,1,23
Boone Jenner,Dorchester,Ontario,CA,,,,1993,6,15,,,
Boris Elik,Geraldton,Ontario,CA,Toronto,Ontario,CA,1929,10,17,2013,5,2
Boris Mironov,Moscow,,RU,,,,1972,3,21,,,
Boris Valábik,Nitra,,CZ,,,,1986,2,14,,,
Börje Salming,Kiruna,,SE,,,,1951,4,17,,,
Borna Rendulić,Zagreb,,HR,,,,1992,3,25,,,
Boyd Devereaux,Seaforth,Ontario,CA,,,,1978,4,16,,,
Boyd Gordon,Unity,Saskatchewan,CA,,,,1983,10,19,,,
Boyd Kane,Swift Current,Saskatchewan,CA,,,,1978,4,18,,,
Bracken Kearns,Vancouver,British Columbia,CA,,,,1981,5,12,,,
Brad Aitken,Scarborough,Toronto,CA,,,,1967,10,30,,,
Brad Berry,Bashaw,Alberta,CA,,,CA,1965,4,1,,,
Brad Bombardir,Powell River,British Columbia,CA,,,,1972,5,5,,,
Brad Boyes,Mississauga,Ontario,CA,,,,1982,4,17,,,
Brad Brown,Baie Verte,Newfoundland and Labrador,CA,,,,1975,12,27,,,
Brad Chartrand,Winnipeg,Manitoba,CA,,,,1974,12,14,,,
Brad Church,Dauphin,Manitoba,CA,,,,1976,11,14,,,
Brad Dalgarno,Vancouver,British Columbia,CA,,,,1967,8,11,,,
Brad DeFauw,Edina,Minnesota,US,,,,1977,11,10,,,
Brad Fast,Fort St. John,British Columbia,CA,,,,1980,2,21,,,
Brad Ference,Calgary,Alberta,CA,,,,1979,4,2,,,
Brad Gassoff,Quesnel,British Columbia,CA,,,,1955,11,13,,,
Brad Hunt,Maple Ridge,British Columbia,CA,,,,1988,8,24,,,
Brad Isbister,Edmonton,Alberta,CA,,,,1977,5,7,,,
