name,birth_city,birth_state,birth_country,death_city,death_state,death_country,birth_year,birth_month,birth_day,death_year,death_month,death_day
Don Hanrahan,,,US,,,,1929,2,6,2010,2,8
Don Henriksen,,,US,,,,1929,10,10,2008,5,14
Ed Beach,,,US,,,,1929,1,25,1996,3,15
Hal Uplinger,,,US,,,,1929,9,30,2011,2,1
Jake Fendley,,,US,,,,1929,6,12,,,
Joe Smyth,,,US,,,,1929,5,22,1999,6,10
Paul Nolen,,,US,,,,1929,9,3,2009,5,7
Ralph Polson,,,US,,,,1929,10,26,,,
Jim Walsh,San Francisco,California,US,San Francisco,California,US,1930,8,29,1976,3,4
Jim Loscutoff,San Francisco,California,US,Naples,Florida,US,1930,2,4,2015,12,1
Irv Bemoras,Chicago,Illinois,US,Buffalo Grove,Illinois,US,1930,11,18,2007,11,1
Gene Dyker,Chicago,Illinois,US,,,,1930,2,17,1966,,
Jim Browne,Midlothain,Illinois,US,,,,1930,1,1,,,
Norm Swanson,Chicago,Illinois,US,,,,1930,10,4,,,
Jack Turner,Bedford,Indiana,US,Bedford,Indiana,US,1930,6,29,2014,10,5
John McConathy,Sailes,Louisiana,US,Bossier City,Louisiana,US,1930,4,9,2016,4,19
Lou Tsioropoulos,Lynn,Massachusetts,US,Louisville,Kentucky,US,1930,8,31,2015,8,22
Don Anielak,St. Louis,Missouri,US,,,,1930,11,1,1995,11,19
Richie Regan,Newark,New Jersey,US,Neptune Township,New Jersey,US,1930,11,30,2002,12,24
Walter Dukes,Rochester,New York,US,Detroit,Michigan,US,1930,6,23,2001,2,1
Ray Felix,New York City,New York,US,Queens,New York,US,1930,12,10,1991,7,28
Zeke Zawoluk,Brooklyn,New York,US,Spring Valley,New York,US,1930,10,13,2007,1,9
Bill Kenville,Elmhurst,New York,US,,,,1930,12,1,,,
Dick Bunt,Queens,New York,US,,,,1930,7,13,,,
Don Ackerman,New York City,New York,US,,,,1930,9,4,2011,7,9
Isaac Walhour,New York City,New York,US,,,,1930,8,25,1977,9,10
Jim Holstein,Hamilton,Ohio,US,Bradenton,Florida,US,1930,9,24,2007,12,16
Don Meineke,Dayton,Ohio,US,Dayton,Ohio,US,1930,10,30,2013,9,3
Gene Conley,Muskogee,Oklahoma,US,,,,1930,11,10,,,
Pete Darcey,Oklahoma City,Oklahoma,US,,,,1930,3,3,2009,8,31
Herm Hedderick,Erie,Pennsylvania,US,Latrobe,Pennsylvania,US,1930,1,10,2014,8,20
Dick Groat,Wilkinsburg,Pennsylvania,US,,,,1930,11,4,,,
Norm Grekin,Philadelphia,Pennsylvania,US,,,,1930,6,22,1981,9,29
Jim Neal,Silverstreet,South Carolina,US,,,,1930,5,21,2011,10,3
Mark Workman,Logan,West Virginia,US,Bradenton,Florida,US,1930,3,10,1983,12,21
Joe Graboski,,,US,Columbus,Ohio,US,1930,1,15,1998,7,2
Al Roges,,,US,,,,1930,10,25,2009,2,23
Blaine Denning,,,US,,,,1930,9,19,,,
Bob Priddy,,,US,,,,1930,3,24,,,
Bobby Watson,,,US,,,,1930,3,22,,,
Carl McNulty,,,US,,,,1930,2,14,,,
Fred Christ,,,US,,,,1930,8,6,,,
Jim Mooney,,,US,,,,1930,7,8,,,
Ronnie MacGilvray,,,US,,,,1930,7,20,,,
Skippy Whitaker,,,US,,,,1930,8,29,,,
Tom Brennan,,,US,,,,1930,8,6,1990,2,11
Worthy Patterson,New Haven,Connecticut,US,,,,1931,6,17,,,
Bob Williams,Pensacola,Florida,US,,,,1931,5,12,,,
Richard Atha,Otterbein,Indiana,US,,,,1931,9,21,,,
Dick Knostman,Wamego,Kansas,US,,,,1931,8,9,,,
Cliff Hagan,Owensboro,Kentucky,US,,,,1931,12,9,,,
Frank Ramsey,Corydon,Kentucky,US,,,,1931,7,13,,,
Gene Shue,Baltimore,Maryland,US,,,,1931,12,18,,,
Jim Fritsche,Saint Paul,Minnesota,US,,,,1931,12,10,,,
Walter Devlin,,New Jersey,US,,,,1931,12,21,1995,4,28
Jack Molinas,New York City,New York,US,Hollywood,California,US,1931,10,31,1975,8,3
Eddie Miller,New Rochelle,New York,US,Boca Raton,Florida,US,1931,6,18,2014,4,9
Larry Costello,Minoa,New York,US,Fort Myers,Florida,US,1931,7,2,2001,12,13
Jim Brasco,Brooklyn,New York,US,Huntington,New York,US,1931,2,3,2014,3,21
Bill Mlkvy,Palmerton,Pennsylvania,US,,,,1931,1,19,,,
Ernie Beck,Philadelphia,Pennsylvania,US,,,,1931,12,11,,,
Walt Davis,Beaumont,Texas,US,,,,1931,1,5,,,
Pat Dunn,,,US,Chicago,Illinois,US,1931,3,17,1975,11,11
Andy Johnson,,,US,,,,1931,11,8,2002,8,30
Bill Bolger,,,US,,,,1931,8,31,2009,10,8
Chuck Noble,,,US,,,,1931,7,24,2011,3,7
Doug Bolstorff,,,US,,,,1931,10,29,,,
Frank Reddout,,,US,,,,1931,,,,,
George McLeod,,,US,,,,1931,1,3,,,
McCoy Ingram,,,US,,,,1931,8,31,,,
Rollen Hans,,,US,,,,1931,4,13,,,
Ron Feiereisel,,,US,,,,1931,8,6,2000,1,28
Tom Marshall,,,US,,,,1931,1,6,,,
Bob Houbregs,Vancouver,British Columbia,CA,Olympia,Washington,US,1932,3,12,2014,5,28
Bob Peterson,San Mateo,California,US,,,,1932,1,25,2011,7,30
Johnny Kerr,Chicago,Illinois,US,Chicago,Illinois,US,1932,7,17,2009,2,26
Bob Carney,Aurora,Illinois,US,Normal,Illinois,US,1932,8,3,2011,11,10
Dick Farley,Winslow,Indiana,US,Fort Wayne,Indiana,US,1932,4,13,1969,10,1
Bobby Leonard,Terre Haute,Indiana,US,,,,1932,7,17,,,
Frank Selvy,Corbin,Kentucky,US,,,,1932,11,9,,,
Jim Tucker,Paris,Kentucky,US,,,,1932,12,11,,,
Whitey Bell,Monticello,Kentucky,US,,,,1932,9,13,,,
Bob Pettit,Baton Rouge,Louisiana,US,,,,1932,12,12,,,
Art Spoelstra,Grand Rapids,Michigan,US,Evansville,Indiana,US,1932,9,11,2008,4,9
